bCMS01,_1MnGHmndEeWZOoTCcU_ksg,Victim,n_victim_1
bCMS01,_1Mnu7WndEeWZOoTCcU_ksg,Witness,n_witness_1;policeOfficers_1;firemen_1
bCMS01,_gr6GANn0EeW2cpK1jI44AA,PScoordinatorNoEncryption,n_pScoordinatorNoEncryption_1
bCMS01,_Yz7yQNn2EeW2cpK1jI44AA,FScoordinatorNoEncryption,n_fScoordinatorNoEncryption_1
bCMS01,_gqcJkNn4EeW2cpK1jI44AA,PSCSystemNoEncryption,n_pSCSystemNoEncryption_1
bCMS01,_TRDmQNn7EeW2cpK1jI44AA,FSCSystemNoEncryption,n_fSCSystemNoEncryption_1
bCMS01,_EGDikNdfEeiUU6avvuXywg,FSCSystemNoEncryption_FSCSystem,n_fSCSystemNoEncryption_FSCSystem_1;biometricBasedAuthenticatePSC__1
bCMS01,_EG0-oNdfEeiUU6avvuXywg,PSCSystemNoEncryption_PSCSystem,n_pSCSystemNoEncryption_PSCSystem_1;biometricBasedAuthenticateFSC__1
bCMS01,_EHMLANdfEeiUU6avvuXywg,FScoordinatorNoEncryption_FScoordinator,n_fScoordinatorNoEncryption_FScoordinator_1;receivePoliceCarArrived__1;receiveReplacedPoliceCar__1;receiveCloseCrisisPS__1;receivePScrisisDetails__1;receiveFireTrucksRouteProposal__1;receivePoliceCarDispatched__1;receivePScoordinatorCall__1;receiveNewETApoliceCar__1;receiveRecallPoliceCars__1;receivePScoordinatorCredentials__1;receiveDeployPoliceCars__1;receivePScoordinatorUncoordinatedRoute__1;receivePoliceCarObjectiveCompleted__1;receivePoliceCarBack__1
bCMS01,_EHvkoNdfEeiUU6avvuXywg,PScoordinatorNoEncryption_PScoordinator,n_pScoordinatorNoEncryption_PScoordinator_1;receiveFireTruckBack__1;receiveReplacedFireTruck__1;receiveFScoordinatorCredentials__1;receiveFireTruckDispatched__1;receiveFScoordinatorCall__1;receiveFScoordinatorRouteAgreement__1;receiveNewETAfireTruck__1;receiveDeployFireTrucks__1;receiveRecallFireTrucks__1;receiveFScrisisDetails__1;receiveFScoordinatorRouteDisagreement__1;receiveTruckDeliveredToCrisis__1;receiveCloseCrisisFS__1;receiveFireTruckObjectiveCompleted__1;receiveFireTruckArrived__1
bCMS01,_JaPZANdfEeiUU6avvuXywg,PScoordinator_FScoordinator_FScoordinatorNoEncryption_PScoordinatorNoEncryption,n_pScoordinator_FScoordinator_FScoordinatorNoEncryption_PScoordinatorNoEncryption_1;routeNegotiationTimeout__1;receiveRescheduleRoutePlan__1;standAloneResolution__1;online__1
bCMS01,_JaTqcNdfEeiUU6avvuXywg,PSCSystemNoEncryption_PSCSystem_PSCSystem,n_pSCSystemNoEncryption_PSCSystem_PSCSystem_1;fireTruckDispatched__1;fireTruckObjectiveCompleted__1;agreementFSC__1;fireTruckArrived__1;policeCarArrivedPScoordinator__1;replacedFireTruck__1;policeCarObjectiveCompletedPScoordinator__1;proposeFireTrucksRoute__1;policeCarDispatchedPScoordinator__1;fireTrucks__1;crisisDetailsFSC__1;reqComFSC__1;synchFSC__1;callFScoordinator__1;newETAfireTruck__1;sendPScoordinatorCredentials__1;closeCrisisFS__1;newETApoliceCarPScoordinator__1;rescheduleRoutePlanFSC__1;policeCarBackPScoordinator__1;rescheduleRoutePlanPScoordinator__1;closeCrisisPScoordinator__1;replacedPoliceCarPScoordinator__1;deployPoliceCars__1;fireTruckBack__1;disagreementFSC__1;sendPSCrisisDetails__1;crisisCompleteFSC__1
bCMS01,_JaepkNdfEeiUU6avvuXywg,FSCSystemNoEncryption_FSCSystem_FSCSystem,n_fSCSystemNoEncryption_FSCSystem_FSCSystem_1;rescheduleRoutePlanPSC__1;policeCarBack__1;replacedFireTruckFSCoordinator__1;crisisDetailsPSC__1;policeCarDispatched__1;closeCrisisPS__1;fireTruckDispatchedFScoordinator__1;synchPSC__1;fireTruckBackFScoordinator__1;newETApoliceCar__1;sendFSCrisisDetails__1;disagreeFireTrucksRoute__1;deployFireTrucks__1;rescheduleRoutePlanFScoordinator__1;agreeFireTrucksRoute__1;policeCars__1;callPScoordinator__1;replacedPoliceCar__1;closeCrisisFScoordinator__1;fireTruckObjectiveCompletedFScoordinator__1;reqComPSC__1;fireTrucksRoute__1;policeCarArrived__1;fireTruckArrivedFScoordinator__1;policeCarObjectiveCompleted__1;newETAfireTruckFSCoordinator__1;sendFScoordinatorCredentials__1;crisisCompletePSC__1
bCMS01,_Niqm8NdfEeiUU6avvuXywg,PSCSystem_FSCSystem_FSCSystemNoEncryption_PSCSystemNoEncryption_PSCSystem_FSCSystem,n_pSCSystem_FSCSystem_FSCSystemNoEncryption_PSCSystemNoEncryption_PSCSystem_FSCSystem_1;comRestored__1;comTimeout__1;recallFireTrucks__1;recallPoliceCars__1;reportReasonsTimeout__1;uncoordinatedRoute__1
bCMS01,_KK2hINdgEeiUU6avvuXywg,PScoordinator_FScoordinator,n_pScoordinator_FScoordinator_1;credential_1
bCMS01,_KK3IMNdgEeiUU6avvuXywg,PoliceCar_FireTruck,n_policeCar_FireTruck_1;position_1
bCMS01,_MfquwOf7Eei7C7rH9cQO6Q,CommunicationInfrastructure_GovermentAgency,n_communicationInfrastructure_GovermentAgency_1
bCMS01,_MfvnQOf7Eei7C7rH9cQO6Q,BCMSSystem_CommunicationCompromiser,n_bCMSSystem_CommunicationCompromiser_1;communicationInfrastructure_1
bCMS01,_Mfw1YOf7Eei7C7rH9cQO6Q,FScoordinator_PScoordinator,n_fScoordinator_PScoordinator_1;timeoutLog_1
bCMS01,_MfxccOf7Eei7C7rH9cQO6Q,TimeoutLog_FireTruck,n_timeoutLog_FireTruck_1
bCMS01,_MfzRoOf7Eei7C7rH9cQO6Q,FSCSystem_PSCSystem,n_fSCSystem_PSCSystem_1;timeoutLog_1
bCMS01,_Mfz4sOf7Eei7C7rH9cQO6Q,TimeoutLog_RoutePlan,n_timeoutLog_RoutePlan_1;crisisID_1
bCMS01,_Mf1t4Of7Eei7C7rH9cQO6Q,PoliceCar_PSCSystem,n_policeCar_PSCSystem_1
bCMS01,_Mf28AOf7Eei7C7rH9cQO6Q,Victim_FScoordinator,n_victim_FScoordinator_1;firemen_1
bCMS01,_Mf3jEOf7Eei7C7rH9cQO6Q,Fireman_PoliceOfficer,n_fireman_PoliceOfficer_1;victims_1
bCMS01,_Mf4xMOf7Eei7C7rH9cQO6Q,PoliceOfficer_Fireman,n_policeOfficer_Fireman_1;witnesses_1
bCMS01,_Mf6mYOf7Eei7C7rH9cQO6Q,BCMSSystem_FireTruck,n_bCMSSystem_FireTruck_1
bCMS01,_Mf70gOf7Eei7C7rH9cQO6Q,Crisis_PSCSystem,n_crisis_PSCSystem_1
bCMS01,_Mf9CoOf7Eei7C7rH9cQO6Q,RoutePoliceCar_RouteFireTruck,n_routePoliceCar_RouteFireTruck_1;routePlan_1
bCMS01,_MkGi0Of7Eei7C7rH9cQO6Q,PoliceCar_PSCSystem_TimeoutLog,n_policeCar_PSCSystem_TimeoutLog_1
bCMS01,_MkHw8Of7Eei7C7rH9cQO6Q,TimeoutLog_FireTruck_Fireman,n_timeoutLog_FireTruck_Fireman_1
bCMS01,_MkIYAef7Eei7C7rH9cQO6Q,TimeoutLog_PScoordinator,n_timeoutLog_PScoordinator_1
bCMS01,_MkJmIOf7Eei7C7rH9cQO6Q,RoutePlan_BCMSSystem,n_routePlan_BCMSSystem_1
bCMS01,_MkKNMOf7Eei7C7rH9cQO6Q,PScoordinator_Victim,n_pScoordinator_Victim_1;policeOfficers_1
bCMS01,_MlxWwOf7Eei7C7rH9cQO6Q,CommunicationInfrastructure_GovermentAgency_Crisis_PSCSystem,n_communicationInfrastructure_GovermentAgency_Crisis_PSCSystem_1
bCMS01,_Mlx90Of7Eei7C7rH9cQO6Q,TimeoutLog_FireTruck_Fireman_FSCSystem,n_timeoutLog_FireTruck_Fireman_FSCSystem_1;fScoordinator_1
bCMS01,_MlzL8Of7Eei7C7rH9cQO6Q,PoliceCar_PSCSystem_TimeoutLog_PoliceOfficer,n_policeCar_PSCSystem_TimeoutLog_PoliceOfficer_1;pScoordinator_1
bCMS01,_MmgWkOf7Eei7C7rH9cQO6Q,RoutePlan_BCMSSystem_TimeoutLog_PScoordinator,n_routePlan_BCMSSystem_TimeoutLog_PScoordinator_1;pSCSystem_1
bCMS01,_MmhksOf7Eei7C7rH9cQO6Q,TimeoutLog_RoutePlan_FScoordinator,n_timeoutLog_RoutePlan_FScoordinator_1
bCMS01,_Mml2IOf7Eei7C7rH9cQO6Q,PoliceCar_BCMSSystem_FireTruck,n_policeCar_BCMSSystem_FireTruck_1;crisis_1
bCMS01,_Mnz-IOf7Eei7C7rH9cQO6Q,CommunicationInfrastructure_GovermentAgency_Crisis_PSCSystem_FSCSystem,n_communicationInfrastructure_GovermentAgency_Crisis_PSCSystem_FSCSystem_1;bCMSSystem_1
bCMS01,_Mot9EOf7Eei7C7rH9cQO6Q,PSCSystem_FSCSystem_PSCSystem_FSCSystem,n_pSCSystem_FSCSystem_PSCSystem_FSCSystem_1;routeAgreement_1;closeAgreement_1
bCMS01,_MovyQOf7Eei7C7rH9cQO6Q,TimeoutLog_RoutePlan_FScoordinator_BCMSSystem,n_timeoutLog_RoutePlan_FScoordinator_BCMSSystem_1;fSCSystem_1
bCMS02,_1MnuumndEeWZOoTCcU_ksg,BCMSSystem,n_bCMSSystem_1;govermentAgency_1
bCMS02,_1MnsjGndEeWZOoTCcU_ksg,CommunicationCompromiser,n_communicationCompromiser_1
bCMS02,_1MnHW2ndEeWZOoTCcU_ksg,CommunicationInfrastructure,n_communicationInfrastructure_1;communicationCompromisers_1
bCMS02,_nakFgJc8EeWvcez0hKdksQ,Credential,n_credential_1;format_1;user_1;password_1
bCMS02,_1MnGWmndEeWZOoTCcU_ksg,Crisis,n_crisis_1;id_1;location_1;startTime_1;endTime_1;status_1;description_1;policeCars_1;fireTrucks_1
bCMS02,_1MnGUmndEeWZOoTCcU_ksg,Fireman,n_fireman_1
bCMS02,_1MnGDmndEeWZOoTCcU_ksg,FireTruck,n_fireTruck_1;routeFireTruck_1
bCMS02,_1MntwGndEeWZOoTCcU_ksg,FScoordinator,n_fScoordinator_1;fireTrucks_1
bCMS02,_1MntjWndEeWZOoTCcU_ksg,FSCSystem,n_fSCSystem_1;routePlan_1;call_1;certificateBasedPSC__1
bCMS02,_1MnIzWndEeWZOoTCcU_ksg,GovermentAgency,n_govermentAgency_1
bCMS02,_1MnsiWndEeWZOoTCcU_ksg,GPS,n_gPS_1;x_1;y_1
bCMS02,_1MnGR2ndEeWZOoTCcU_ksg,PoliceCar,n_policeCar_1;routePoliceCar_1
bCMS02,_1MnFv2ndEeWZOoTCcU_ksg,PoliceOfficer,n_policeOfficer_1
bCMS02,_1MnGbmndEeWZOoTCcU_ksg,PScoordinator,n_pScoordinator_1;policeCars_1
bCMS02,_1MnFjGndEeWZOoTCcU_ksg,PSCSystem,n_pSCSystem_1;routePlans_1;noMoreRoutesLeftToBeProposed_1;noMoreRoutesLeftToBeProposed_2;call_1;certificateBasedFSC__1
bCMS02,_1MnvrGndEeWZOoTCcU_ksg,Route,n_route_1;ETA_1;path_1
bCMS02,_1MnFh2ndEeWZOoTCcU_ksg,RouteFireTruck,n_routeFireTruck_1;fireTruck_1
bCMS02,_1MnFzmndEeWZOoTCcU_ksg,RoutePlan,n_routePlan_1;information_1;routePoliceCars_1;routeFireTrucks_1
bCMS02,_1MnFyWndEeWZOoTCcU_ksg,RoutePoliceCar,n_routePoliceCar_1;policeCar_1
bCMS02,_1Mnu12ndEeWZOoTCcU_ksg,TimeoutLog,n_timeoutLog_1;submissionTime_1;ocurrenceTime_1;reason_1
bCMS02,_1MnGHmndEeWZOoTCcU_ksg,Victim,n_victim_1
bCMS02,_1Mnu7WndEeWZOoTCcU_ksg,Witness,n_witness_1;policeOfficers_1;firemen_1
bCMS02,_gr6GANn0EeW2cpK1jI44AA,PScoordinatorNoEncryption,n_pScoordinatorNoEncryption_1
bCMS02,_Yz7yQNn2EeW2cpK1jI44AA,FScoordinatorNoEncryption,n_fScoordinatorNoEncryption_1
bCMS02,_gqcJkNn4EeW2cpK1jI44AA,PSCSystemNoEncryption,n_pSCSystemNoEncryption_1
bCMS02,_TRDmQNn7EeW2cpK1jI44AA,FSCSystemNoEncryption,n_fSCSystemNoEncryption_1
bCMS02,_xu36cNdfEeiUU6avvuXywg,FSCSystemNoEncryption_FSCSystem,n_fSCSystemNoEncryption_FSCSystem_1;certificateBasedAuthenticatePSC__1
bCMS02,_xu7k0NdfEeiUU6avvuXywg,PSCSystemNoEncryption_PSCSystem,n_pSCSystemNoEncryption_PSCSystem_1;certificateBasedAuthenticateFSC__1
bCMS02,_xvCSgNdfEeiUU6avvuXywg,FScoordinatorNoEncryption_FScoordinator,n_fScoordinatorNoEncryption_FScoordinator_1;receivePoliceCarArrived__1;receiveReplacedPoliceCar__1;receiveCloseCrisisPS__1;receivePScrisisDetails__1;receiveFireTrucksRouteProposal__1;receivePoliceCarDispatched__1;receivePScoordinatorCall__1;receiveNewETApoliceCar__1;receiveRecallPoliceCars__1;receivePScoordinatorCredentials__1;receiveDeployPoliceCars__1;receivePScoordinatorUncoordinatedRoute__1;receivePoliceCarObjectiveCompleted__1;receivePoliceCarBack__1
bCMS02,_xvEHuNdfEeiUU6avvuXywg,PScoordinatorNoEncryption_PScoordinator,n_pScoordinatorNoEncryption_PScoordinator_1;receiveFireTruckBack__1;receiveReplacedFireTruck__1;receiveFScoordinatorCredentials__1;receiveFireTruckDispatched__1;receiveFScoordinatorCall__1;receiveFScoordinatorRouteAgreement__1;receiveNewETAfireTruck__1;receiveDeployFireTrucks__1;receiveRecallFireTrucks__1;receiveFScrisisDetails__1;receiveFScoordinatorRouteDisagreement__1;receiveTruckDeliveredToCrisis__1;receiveCloseCrisisFS__1;receiveFireTruckObjectiveCompleted__1;receiveFireTruckArrived__1
bCMS02,_2MRS0NdfEeiUU6avvuXywg,PScoordinator_FScoordinator_FScoordinatorNoEncryption_PScoordinatorNoEncryption,n_pScoordinator_FScoordinator_FScoordinatorNoEncryption_PScoordinatorNoEncryption_1;routeNegotiationTimeout__1;receiveRescheduleRoutePlan__1;standAloneResolution__1;online__1
bCMS02,_2MSg-ddfEeiUU6avvuXywg,PSCSystemNoEncryption_PSCSystem_PSCSystem,n_pSCSystemNoEncryption_PSCSystem_PSCSystem_1;fireTruckDispatched__1;fireTruckObjectiveCompleted__1;agreementFSC__1;fireTruckArrived__1;policeCarArrivedPScoordinator__1;replacedFireTruck__1;policeCarObjectiveCompletedPScoordinator__1;proposeFireTrucksRoute__1;policeCarDispatchedPScoordinator__1;fireTrucks__1;crisisDetailsFSC__1;reqComFSC__1;synchFSC__1;callFScoordinator__1;newETAfireTruck__1;sendPScoordinatorCredentials__1;closeCrisisFS__1;newETApoliceCarPScoordinator__1;rescheduleRoutePlanFSC__1;policeCarBackPScoordinator__1;rescheduleRoutePlanPScoordinator__1;closeCrisisPScoordinator__1;replacedPoliceCarPScoordinator__1;deployPoliceCars__1;fireTruckBack__1;disagreementFSC__1;sendPSCrisisDetails__1;crisisCompleteFSC__1
bCMS02,_2MYAgNdfEeiUU6avvuXywg,FSCSystemNoEncryption_FSCSystem_FSCSystem,n_fSCSystemNoEncryption_FSCSystem_FSCSystem_1;rescheduleRoutePlanPSC__1;policeCarBack__1;replacedFireTruckFSCoordinator__1;crisisDetailsPSC__1;policeCarDispatched__1;closeCrisisPS__1;fireTruckDispatchedFScoordinator__1;synchPSC__1;fireTruckBackFScoordinator__1;newETApoliceCar__1;sendFSCrisisDetails__1;disagreeFireTrucksRoute__1;deployFireTrucks__1;rescheduleRoutePlanFScoordinator__1;agreeFireTrucksRoute__1;policeCars__1;callPScoordinator__1;replacedPoliceCar__1;closeCrisisFScoordinator__1;fireTruckObjectiveCompletedFScoordinator__1;reqComPSC__1;fireTrucksRoute__1;policeCarArrived__1;fireTruckArrivedFScoordinator__1;policeCarObjectiveCompleted__1;newETAfireTruckFSCoordinator__1;sendFScoordinatorCredentials__1;crisisCompletePSC__1
bCMS02,_44ExwNdfEeiUU6avvuXywg,PSCSystem_FSCSystem_FSCSystemNoEncryption_PSCSystemNoEncryption_PSCSystem_FSCSystem,n_pSCSystem_FSCSystem_FSCSystemNoEncryption_PSCSystemNoEncryption_PSCSystem_FSCSystem_1;comRestored__1;comTimeout__1;recallFireTrucks__1;recallPoliceCars__1;reportReasonsTimeout__1;uncoordinatedRoute__1
bCMS02,_LVl18NdgEeiUU6avvuXywg,PScoordinator_FScoordinator,n_pScoordinator_FScoordinator_1;credential_1
bCMS02,_LVmdANdgEeiUU6avvuXywg,PoliceCar_FireTruck,n_policeCar_FireTruck_1;position_1
bCMS02,_M0GtsOf7Eei7C7rH9cQO6Q,CommunicationInfrastructure_GovermentAgency,n_communicationInfrastructure_GovermentAgency_1
bCMS02,_M0H70Of7Eei7C7rH9cQO6Q,BCMSSystem_CommunicationCompromiser,n_bCMSSystem_CommunicationCompromiser_1;communicationInfrastructure_1
bCMS02,_M0Ii4Of7Eei7C7rH9cQO6Q,FScoordinator_PScoordinator,n_fScoordinator_PScoordinator_1;timeoutLog_1
bCMS02,_M0JJ8Of7Eei7C7rH9cQO6Q,TimeoutLog_FireTruck,n_timeoutLog_FireTruck_1
bCMS02,_M0JxAOf7Eei7C7rH9cQO6Q,FSCSystem_PSCSystem,n_fSCSystem_PSCSystem_1;timeoutLog_1
bCMS02,_M0KYEOf7Eei7C7rH9cQO6Q,TimeoutLog_RoutePlan,n_timeoutLog_RoutePlan_1;crisisID_1
bCMS02,_M0LmMOf7Eei7C7rH9cQO6Q,PoliceCar_PSCSystem,n_policeCar_PSCSystem_1
bCMS02,_M0MNQOf7Eei7C7rH9cQO6Q,Victim_FScoordinator,n_victim_FScoordinator_1;firemen_1
bCMS02,_M0M0UOf7Eei7C7rH9cQO6Q,Fireman_PoliceOfficer,n_fireman_PoliceOfficer_1;victims_1
bCMS02,_M0NbYOf7Eei7C7rH9cQO6Q,PoliceOfficer_Fireman,n_policeOfficer_Fireman_1;witnesses_1
bCMS02,_M0OCcOf7Eei7C7rH9cQO6Q,BCMSSystem_FireTruck,n_bCMSSystem_FireTruck_1
bCMS02,_M0OpgOf7Eei7C7rH9cQO6Q,Crisis_PSCSystem,n_crisis_PSCSystem_1
bCMS02,_M0PQkOf7Eei7C7rH9cQO6Q,RoutePoliceCar_RouteFireTruck,n_routePoliceCar_RouteFireTruck_1;routePlan_1
bCMS02,_M3pJ4Of7Eei7C7rH9cQO6Q,PoliceCar_PSCSystem_TimeoutLog,n_policeCar_PSCSystem_TimeoutLog_1
bCMS02,_M3pw8Of7Eei7C7rH9cQO6Q,TimeoutLog_FireTruck_Fireman,n_timeoutLog_FireTruck_Fireman_1
bCMS02,_M3qYAuf7Eei7C7rH9cQO6Q,TimeoutLog_PScoordinator,n_timeoutLog_PScoordinator_1
bCMS02,_M3q_Eef7Eei7C7rH9cQO6Q,RoutePlan_BCMSSystem,n_routePlan_BCMSSystem_1
bCMS02,_M3rmIef7Eei7C7rH9cQO6Q,PScoordinator_Victim,n_pScoordinator_Victim_1;policeOfficers_1
bCMS02,_M5fkAOf7Eei7C7rH9cQO6Q,CommunicationInfrastructure_GovermentAgency_Crisis_PSCSystem,n_communicationInfrastructure_GovermentAgency_Crisis_PSCSystem_1
bCMS02,_M5gyIOf7Eei7C7rH9cQO6Q,TimeoutLog_FireTruck_Fireman_FSCSystem,n_timeoutLog_FireTruck_Fireman_FSCSystem_1;fScoordinator_1
bCMS02,_M5hZMOf7Eei7C7rH9cQO6Q,PoliceCar_PSCSystem_TimeoutLog_PoliceOfficer,n_policeCar_PSCSystem_TimeoutLog_PoliceOfficer_1;pScoordinator_1
bCMS02,_M6lJIOf7Eei7C7rH9cQO6Q,RoutePlan_BCMSSystem_TimeoutLog_PScoordinator,n_routePlan_BCMSSystem_TimeoutLog_PScoordinator_1;pSCSystem_1
bCMS02,_M6m-UOf7Eei7C7rH9cQO6Q,TimeoutLog_RoutePlan_FScoordinator,n_timeoutLog_RoutePlan_FScoordinator_1
bCMS02,_M6r20Of7Eei7C7rH9cQO6Q,PoliceCar_BCMSSystem_FireTruck,n_policeCar_BCMSSystem_FireTruck_1;crisis_1
bCMS02,_M7lOsOf7Eei7C7rH9cQO6Q,CommunicationInfrastructure_GovermentAgency_Crisis_PSCSystem_FSCSystem,n_communicationInfrastructure_GovermentAgency_Crisis_PSCSystem_FSCSystem_1;bCMSSystem_1
bCMS02,_M8cKUOf7Eei7C7rH9cQO6Q,PSCSystem_FSCSystem_PSCSystem_FSCSystem,n_pSCSystem_FSCSystem_PSCSystem_FSCSystem_1;routeAgreement_1;closeAgreement_1
bCMS02,_M8dYcuf7Eei7C7rH9cQO6Q,TimeoutLog_RoutePlan_FScoordinator_BCMSSystem,n_timeoutLog_RoutePlan_FScoordinator_BCMSSystem_1;fSCSystem_1
bCMS03,_1MnuumndEeWZOoTCcU_ksg,BCMSSystem,n_bCMSSystem_1;govermentAgency_1
bCMS03,_1MnsjGndEeWZOoTCcU_ksg,CommunicationCompromiser,n_communicationCompromiser_1
bCMS03,_1MnHW2ndEeWZOoTCcU_ksg,CommunicationInfrastructure,n_communicationInfrastructure_1;communicationCompromisers_1
bCMS03,_nakFgJc8EeWvcez0hKdksQ,Credential,n_credential_1;format_1;user_1;password_1
bCMS03,_1MnGWmndEeWZOoTCcU_ksg,Crisis,n_crisis_1;id_1;location_1;startTime_1;endTime_1;status_1;description_1;policeCars_1;fireTrucks_1
bCMS03,_1MnGUmndEeWZOoTCcU_ksg,Fireman,n_fireman_1
bCMS03,_1MnGDmndEeWZOoTCcU_ksg,FireTruck,n_fireTruck_1;routeFireTruck_1
bCMS03,_1MntwGndEeWZOoTCcU_ksg,FScoordinator,n_fScoordinator_1;fireTrucks_1
bCMS03,_1MntjWndEeWZOoTCcU_ksg,FSCSystem,n_fSCSystem_1;routePlan_1;call_1;kerberosPSC__1
bCMS03,_1MnIzWndEeWZOoTCcU_ksg,GovermentAgency,n_govermentAgency_1
bCMS03,_1MnsiWndEeWZOoTCcU_ksg,GPS,n_gPS_1;x_1;y_1
bCMS03,_1MnGR2ndEeWZOoTCcU_ksg,PoliceCar,n_policeCar_1;routePoliceCar_1
bCMS03,_1MnFv2ndEeWZOoTCcU_ksg,PoliceOfficer,n_policeOfficer_1
bCMS03,_1MnGbmndEeWZOoTCcU_ksg,PScoordinator,n_pScoordinator_1;policeCars_1
bCMS03,_1MnFjGndEeWZOoTCcU_ksg,PSCSystem,n_pSCSystem_1;routePlans_1;noMoreRoutesLeftToBeProposed_1;noMoreRoutesLeftToBeProposed_2;call_1;kerberosFSC__1
bCMS03,_1MnvrGndEeWZOoTCcU_ksg,Route,n_route_1;ETA_1;path_1
bCMS03,_1MnFh2ndEeWZOoTCcU_ksg,RouteFireTruck,n_routeFireTruck_1;fireTruck_1
bCMS03,_1MnFzmndEeWZOoTCcU_ksg,RoutePlan,n_routePlan_1;information_1;routePoliceCars_1;routeFireTrucks_1
bCMS03,_1MnFyWndEeWZOoTCcU_ksg,RoutePoliceCar,n_routePoliceCar_1;policeCar_1
bCMS03,_1Mnu12ndEeWZOoTCcU_ksg,TimeoutLog,n_timeoutLog_1;submissionTime_1;ocurrenceTime_1;reason_1
bCMS03,_1MnGHmndEeWZOoTCcU_ksg,Victim,n_victim_1
bCMS03,_1Mnu7WndEeWZOoTCcU_ksg,Witness,n_witness_1;policeOfficers_1;firemen_1
bCMS03,_gr6GANn0EeW2cpK1jI44AA,PScoordinatorNoEncryption,n_pScoordinatorNoEncryption_1
bCMS03,_Yz7yQNn2EeW2cpK1jI44AA,FScoordinatorNoEncryption,n_fScoordinatorNoEncryption_1
bCMS03,_gqcJkNn4EeW2cpK1jI44AA,PSCSystemNoEncryption,n_pSCSystemNoEncryption_1
bCMS03,_TRDmQNn7EeW2cpK1jI44AA,FSCSystemNoEncryption,n_fSCSystemNoEncryption_1
bCMS03,_zWWEANdeEeiUU6avvuXywg,FSCSystemNoEncryption_FSCSystem,n_fSCSystemNoEncryption_FSCSystem_1;kerberosAuthenticatePSC__1
bCMS03,_zWjfYNdeEeiUU6avvuXywg,PSCSystemNoEncryption_PSCSystem,n_pSCSystemNoEncryption_PSCSystem_1;kerberosAuthenticateFSC__1
bCMS03,_zWzXANdeEeiUU6avvuXywg,FScoordinatorNoEncryption_FScoordinator,n_fScoordinatorNoEncryption_FScoordinator_1;receivePoliceCarArrived__1;receiveReplacedPoliceCar__1;receiveCloseCrisisPS__1;receivePScrisisDetails__1;receiveFireTrucksRouteProposal__1;receivePoliceCarDispatched__1;receivePScoordinatorCall__1;receiveNewETApoliceCar__1;receiveRecallPoliceCars__1;receivePScoordinatorCredentials__1;receiveDeployPoliceCars__1;receivePScoordinatorUncoordinatedRoute__1;receivePoliceCarObjectiveCompleted__1;receivePoliceCarBack__1
