ApoBot,38,ApoHelp,n_apoHelp;rotateImageMethodTwo_BufferedImage_double;round_float_int;rotateImage_BufferedImage_double;getAngleBetween2Points_float_float_float_float;getRandomValue_int_int;ApoHelp_;getAngleBetween2Points_Point_Point;findTranslation_AffineTransform_BufferedImage_double;getTimeToDraw_int;getCircleCuts_float_float_float_float_float_float
ApoBot,39,ApoInterface,n_apoInterface;render_Graphics2D;init_;think_int
ApoBot,40,ApoSplashPainter,n_apoSplashPainter;image;serialVersionUID;paintComponent_Graphics;setImage_Image
ApoBot,41,ApoSplashScreen,n_apoSplashScreen;background;timer;currentImage;image;isBlendIn;label;speed;startTime;duration;actionPerformed_ActionEvent;blendOut_;ApoSplashScreen_String_AWTException;drawImage_float
ApoBot,42,ApoImage,n_apoImage;graphicsConfiguration;component;serialVersionUID;getImage_String_boolean;getPic_String_boolean;ApoImage_
ApoBot,43,ApoImageFromValue,n_apoImageFromValue;image;getImageFromPath_String_boolean;getButtonImage_int_int_String_Color_Color_Color_int;getAndMakeIBackground_int_int;getButtonImage_int_int_String_Color_Color_Color;getButtonImage_int_int_String_Color_Color_Color_Color_Color;getButtonImage_int_int_String_int;getButtonImage_int_int_String_Color_Color_Color_Color_Color_Font_int;ApoImageFromValue_;getAndMakeIBackground_int_int_Color
ApoBot,44,ApoImageScale,n_apoImageScale;TRIPPLE_SCALE;scale;srcFile;ORIGINAL_SCALE;DOUBLE_SCALE;setScale_int;ApoImageScale_String;writeScaledImage_String;writeScaledImage_;getDoubleScaledImage_BufferedImage;writeScaledImage_BufferedImage_String;getTrippleScaledImage_BufferedImage;ApoImageScale_String_int;getScale_
ApoBot,45,ApoRawScale2x,n_apoRawScale2x;dstImage;srcImage;width;height;getSourcePixel_int_int;setDestPixel_int_int_int;different_int_int;ApoRawScale2x_int[]_int_int;getScaledData_;process_int_int
ApoBot,46,ApoRawScale3x,n_apoRawScale3x;dstImage;srcImage;width;height;ApoRawScale3x_int[]_int_int;getSourcePixel_int_int;different_int_int;setDestPixel_int_int_int;getScaledData_;process_int_int
ApoBot,47,ApoSounds,n_apoSounds;loopingClips;sounds;Hashtable<String;loadSound_String_String;stopLoopingSound_;ApoSounds_;loopSound_String;playSound_String
ApoCheating,48,Human,n_human
ApoCheating,49,ApoCheatingAI,n_apoCheatingAI;setPlayer_int;getAuthorName_;think_int[][]_ApoCheatingPlayer_ArrayList<ApoCheatingEntity>_ApoCheatingEnemy_ArrayList<ApoCheatingTeacher>;getName_
ApoCheating,50,ApoCheatingButton,n_apoCheatingButton;function;ApoCheatingButton_BufferedImage_int_int_int_int_String;getFunction_;setFunction_String
ApoCheating,51,ApoCheatingButtonEntity,n_apoCheatingButtonEntity;bOver;bVisible;bPressed;iBackground;getMove_int_int;isBPressed_;getReleased_int_int;setBVisible_boolean;isBOver_;ApoCheatingButtonEntity_BufferedImage_int_int_int_int;isBVisible_;getIn_int_int;setBOver_boolean;getPressed_int_int;render_Graphics2D;setBPressed_boolean
ApoCheating,52,ApoCheatingConstants,n_apoCheatingConstants;CHAIR_UP_LEFT;LEVEL;WALL_LEFT;DOOR_RIGHT_UP;WINDOW_RIGHT_DOWN;DOOR_LEFT_DOWN;WALL_LEFT_DOWN;CHAIR_LEFT_RIGHT;DESK_DOWN_LEFT;CHAIR_UP_RIGHT;DOOR_RIGHT_DOWN;CHAIR_LEFT_LEFT;WRITE_LEFT;DESK_DOWN_RIGHT;WALL_RIGHT_DOWN;GOAL;WINDOW_LEFT_UP;DESK_LEFT_RIGHT;WALL_DOWN;WALL_RIGHT_ABOVE;WINDOW_LEFT_DOWN;TEACHER;FINISH;WALL_LEFT_ABOVE;CHAIR_DOWN_LEFT;WALL_ABOVE;DESK_RIGHT_RIGHT;WALL_RIGHT;EXTRA;WRITE_RIGHT;DESK_LEFT_LEFT;WINDOW_RIGHT_UP;WRITE_UP;PLAYER;CHAIR_RIGHT_LEFT;CHAIR_DOWN_RIGHT;DESK_RIGHT_LEFT;PERSON;WRITE_DOWN;CHAIR_RIGHT_RIGHT;DOOR_LEFT_UP;DESK_UP_RIGHT;EMPTY;DESK_UP_LEFT
ApoCheating,53,ApoCheatingEnemy,n_apoCheatingEnemy;player;ApoCheatingEnemy_ApoCheatingPlayer;getX_;getCheated_;getY_;getDetected_
ApoCheating,54,ApoCheatingEntity,n_apoCheatingEntity;bDetect;value;bOldDetect;oldY;width;y;oldX;height;iDetect;x;color;iEntity;isFinish_;isTeacher_;action_ApoCheatingPlayer;isIn_ApoCheatingPlayer;setHeight_int;getY_;getHeight_;getX_;ApoCheatingEntity_Color_double_double_int_int_int;render_Graphics2D;ApoCheatingEntity_BufferedImage_BufferedImage_double_double_int_int_int;isExtra_;ApoCheatingEntity_Color_double_double_int_int_boolean_int;setWidth_int;setY_double;setBDetect_boolean;isBDetect_;getWidth_;isGoal_;setX_double;init_;ApoCheatingEntity_BufferedImage_BufferedImage_double_double_int_int_boolean_int;setBOldDetect_boolean;isHitting_ApoCheatingEntity_int_int
ApoCheating,55,ApoCheatingEntityHand,n_apoCheatingEntityHand;left;frame;frameAdd;bFrame;iPaper;bLeft;up;init_;ApoCheatingEntityHand_BufferedImage_BufferedImage_BufferedImage_double_double_int_int_boolean_int;addFrame_;ApoCheatingEntityHand_BufferedImage_Color_double_double_int_int_boolean_int;setWayHand_int_int;render_Graphics2D;getIPaper_;ApoCheatingEntityHand_BufferedImage_Color_double_double_int_int_int
ApoCheating,56,ApoCheatingExtra,n_apoCheatingExtra;ApoCheatingExtra_BufferedImage_BufferedImage_BufferedImage_int_int_int_int_boolean;ApoCheatingExtra_BufferedImage_int_int_int_int;ApoCheatingExtra_BufferedImage_int_int_int_int_boolean
ApoCheating,57,ApoCheatingFileFilter,n_apoCheatingFileFilter;s;getDescription_;ApoCheatingFileFilter_;accept_File;ApoCheatingFileFilter_String;getExtension_File;getLevelName_
ApoCheating,58,ApoCheatingFinish,n_apoCheatingFinish;player;bFinish;iFinish;iFinishReady;init_;ApoCheatingFinish_BufferedImage_BufferedImage_int_int_int_int_int;ApoCheatingFinish_int_int_int_int_int;isOnFinish_ApoCheatingPlayer;render_Graphics2D;getPlayer_;getIFinish_Color;isFinish_ApoCheatingPlayer
ApoCheating,59,ApoCheatingGamePanel,n_apoCheatingGamePanel;message;WAIT_TIME;player;iBackground;iArrow;aPlayground;entity;iPokal;bFinish;finish;fontBig;fontGiant;iMessage;goal;apoCheatingTimer;serialVersionUID;file;acff;fontNormal;mes;playerWin;apoCheatingHudPanel;bThread;aImage;teacher;iWin;iF;load;extra;fc;next_;getValueFromFile_;action_;move_;setApoCheatingHudPanel_ApoCheatingHudPanel;getLevelName_;movePlayer_ApoCheatingPlayer_int_int;drawMessage_Graphics2D;run_;drawBackground_Graphics2D;drawWin_Graphics2D;paintComponent_Graphics;setOriginal_;setNewRandom_boolean;getIMessage_;isBThread_;setOld_;getApoCheatingHudPanel_;ApoCheatingGamePanel_;setDetect_boolean;start_;stop_;makeBackground_;setCoinDown_double_double;load_String;drawVolatileImage_Graphics2D_VolatileImage_int_int_Image;drawGrade_Graphics2D;setHands_;finish_;save_;previous_;isThrowCoin_ApoCheatingPlayer_double;getIWin_;init_;think_;addFrame_;setEntity_
ApoCheating,60,ApoCheatingGoal,n_apoCheatingGoal;oldPlus;plus;action_ApoCheatingPlayer;init_;getOldPlus_;ApoCheatingGoal_BufferedImage_int_int_int_int_boolean;ApoCheatingGoal_BufferedImage_BufferedImage_BufferedImage_int_int_int_int_boolean_double;ApoCheatingGoal_BufferedImage_int_int_int_int;ApoCheatingGoal_BufferedImage_int_int_int_int_boolean_double;init_double
ApoCheating,61,ApoCheatingHudPanel,n_apoCheatingHudPanel;levelName;bDetect;player;apoCheatingGamePanel;fontPlayer;iBackground;bRandom;iF;iArrow;fontNormal;buttons;serialVersionUID;fontTitle;next_;setRandomButton_;mouseReleased_MouseEvent;mouseMoved_MouseEvent;load_;drawBackground_Graphics2D;getApoCheatingGamePanel_;paintComponent_Graphics;setReloadButton_boolean;setRandom_;reload_;setOriginal_;ApoCheatingHudPanel_;setPlayer_ArrayList<ApoCheatingPlayer>;getPlayer_;mouseExited_MouseEvent;mouseClicked_MouseEvent;setDetect_boolean;stop_;setApoCheatingGamePanel_ApoCheatingGamePanel;mousePressed_MouseEvent;setNew_;mouseEntered_MouseEvent;previous_;save_;getIBackground_;play_;init_;drawPlayer_Graphics2D;mouseDragged_MouseEvent
ApoCheating,62,ApoCheatingImage,n_apoCheatingImage;serialVersionUID;width;gc;height;C;setPicsMain_String_boolean;imageUpdate_Image_int_int_int_int_int;getWidth_;hasAlpha_Image;getBufferedImage_Image;toBufferedImage_Image;getHeight_;ApoCheatingImage_;getImage_String_boolean
ApoCheating,63,ApoCheatingLevel,n_apoCheatingLevel;message;finish;player;teacher;goal;extra;aPlayground;getGoal_;ApoCheatingLevel_int[][]_ArrayList<ApoCheatingTeacher>_ArrayList<ApoCheatingPlayer>_ArrayList<ApoCheatingGoal>_ArrayList<ApoCheatingExtra>_ArrayList<ApoCheatingFinish>_String;setTeacher_ArrayList<ApoCheatingTeacher>;getAPlayground_;setExtra_ArrayList<ApoCheatingExtra>;getFinish_;setMessage_String;getMessage_;getTeacher_;setFinish_ArrayList<ApoCheatingFinish>;setPlayer_ArrayList<ApoCheatingPlayer>;setAPlayground_int[][];getPlayer_;getExtra_;setGoal_ArrayList<ApoCheatingGoal>
ApoCheating,64,ApoCheatingLoadSave,n_apoCheatingLoadSave;message;levelName;finish;iPlayer;player;iTeacher;iGoal;teacher;iExtra;goal;extra;aPlayground;iPaper;iUndetect;levelNumber;setExtra_ArrayList<ApoCheatingExtra>;setAPlayground_int[][];getLevelName_;getIPlayer_Color;hasNextLevel_String;getTeacher_;getFinish_;setMessage_String;setFinish_ArrayList<ApoCheatingFinish>;setPlayer_ArrayList<ApoCheatingPlayer>;readLevel_String;getPlayer_;setGoal_ArrayList<ApoCheatingGoal>;getGoal_;setTeacher_ArrayList<ApoCheatingTeacher>;getLevelNumber_;setLevelName_String;getMessage_;writeLevel_String;getExtra_;setAll_int[][]_ArrayList<ApoCheatingTeacher>_ArrayList<ApoCheatingPlayer>_ArrayList<ApoCheatingGoal>_ArrayList<ApoCheatingExtra>_ArrayList<ApoCheatingFinish>_String;getAPlayground_;ApoCheatingLoadSave_
ApoCheating,65,ApoCheatingMain,n_apoCheatingMain;apoCheatingPanel;serialVersionUID;apoCheatingMain;main_String[];ApoCheatingMain_;getPreferredSize_
ApoCheating,66,ApoCheatingPanel,n_apoCheatingPanel;apoCheatingGamePanel;serialVersionUID;apoCheatingHudPanel;ApoCheatingPanel_
ApoCheating,67,ApoCheatingPlayer,n_apoCheatingPlayer;player;left;coinUpDirection;oldLeftDirection;leftDirection;currentCoinTicks;empty;detect;oldCoins;bFinish;coinX;bCoinBounce;speed;percentColor;bAction;coinLeftDirection;oldUpDirection;bCoin;coins;cheatColor;ai;cheat;down;right;upDirection;throwCoinTicks;maxCoinTicks;coinY;up;getAI_;setDirection_int_int;setBCoin_boolean;setCoinUpDirection_int;ApoCheatingPlayer_BufferedImage_BufferedImage_int_int_int_int_int_int;isBAction_;getUpDirection_;getCheatColor_;getCoinY_;setNewXAndY_boolean_boolean;setCoinY_double;setCoinX_double;isBFinish_;getCurrentCoinTicks_;getDetected_;setUpDirection_int;getCoins_;setBCoinBounce_boolean;setBAction_boolean;ApoCheatingPlayer_int_int_int_int_int;setCurrentCoinTicks_int;setLeftDirection_int;getThrowCoinTicks_;getAuthorName_;setCheatColor_Color;getSpeed_;setAction_boolean;isBCoinBounce_;render_Graphics2D;getPlayer_;getCoinUpDirection_;setDetected_double;getPercentColor_;getLeftDirection_;setCheat_double;ApoCheatingPlayer_int_int_int_int_int_int;isBCoin_;getCheated_;setAI_ApoCheatingAI;setBFinish_boolean;throwCoin_;getCoinX_;getName_;setPercentColor_Color;setCoinLeftDirection_int;init_;setCoins_int;think_int[][]_ApoCheatingPlayer_ArrayList<ApoCheatingEntity>_ApoCheatingEnemy_ArrayList<ApoCheatingTeacher>;getMaxCoinTicks_;getCoinLeftDirection_
ApoCheating,68,ApoCheatingSearch,n_apoCheatingSearch;finishPoint;startPoint;aSearch;openList;aWay;searchWay;closedList;@SuppressWarnings_"unchecked"protected;expansionPoint_Point_int_int;isInClosedList_Point;expansion_Point;ApoCheatingSearch_;isInOpenList_Point;@SuppressWarnings_"unchecked"private
ApoCheating,69,ApoCheatingSearchClass,n_apoCheatingSearchClass;cost;previous;bClosed;my;exCost;setExCost_int;exCostCalculation_Point;getPoint_;setPrevious_Point;isBClosed_;getExCost_;getCompleteCost_;setBClosed_boolean;ApoCheatingSearchClass_Point;setCost_int;getCost_;getPrevious_
